ItemNumber,ItemTitle,ChangeSource,Location,StockChangeDateTime,ChangeQTY,ChangeValue
"L510C14D16R512S 840G7","L510C14D16R512S 840G7","Imported from file","Default","20/05/2025 10:00:53","0","-780"
"L510C14D8R256S 5410-B","Dell5410/i5-10/8gb/256gb/14","Imported from file","Default","20/05/2025 10:00:53","0","-510"
"KF436C16RB1K2/32","KINGSTON FURY RENEGADE 32GB (2x16GB) DDR4 3600MHz RAM KF436C16RB1K2/32","Imported from file","Default","20/05/2025 10:00:53","0","-1.24344978758018E-14"
"L58C13D16R512S 7300-B","Dell7300/i5-8/16gb/512gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-70"
"L58C13D16R256S 830G6-B","HP830G6/i5-8/16gb/256gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-92"
"L58C13D16R512S 7300-C","Dell7300/i5-8/16gb/512gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-210"
"L58C13D16R256S 830G6-C","HP830G6/i5-8/16gb/256gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-184"
"L58C13D16R512S 830G6","HP 830 G6/i5-8/16gb/512gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-644"
"L58C13D16R512S 830G6-B","HP 830 G6/i5-8/16gb/512gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-368"
"L58C14D8R256S 840G5-B","HP840g5/i5-8/8gb/256gb/14","Imported from file","Default","20/05/2025 10:00:55","0","-368"
"L58C13D16R512S 830G6-C","HP 830 G6/i5-8/16gb/512gb/13","Imported from file","Default","20/05/2025 10:00:55","0","-184"
"LX4GDDR3S1600U","[LAPTOP,DDR3,PC3-12800 (DDR3-1600),4GB (1x4GB),LX4GDDR3S1600U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-14"
"LX8GDDR4-U","Laptop Memory Ram 8GB DDR4","Imported from file","Sharjah","20/05/2025 10:00:59","0","-5.6843418860808E-13"
"LX4GDDR4P2133U-HYN","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),4GB (1x4GB),LX4GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX8GDDR4T2400U-KING","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),8GB (1x8GB),LX8GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR4P2133U-MIC","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),8GB (1x8GB),LX8GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR3-U","Laptop Memory Ram 8GB DDR3","Imported from file","Default","20/05/2025 10:00:59","0","-8.86757334228605E-12"
"LX8GDDR4AA3200U-MIC","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),8GB (1x8GB),LX8GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-13"
"PCB-D3-PC","PCB DDR3 desktop","Imported from file","UK-Reballing","20/05/2025 10:00:59","0","-9.09494701772928E-13"
"LX4GDDR4AA3200U-KING","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX8GDDR4V2666U-MIC","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),8GB (1x8GB),LX8GDDR4V2666U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-13"
"LX4GDDR4V2666U-SAM","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),4GB (1x4GB),LX4GDDR4V2666U","Imported from file","Default","20/05/2025 10:00:59","0","-4.44089209850063E-15"
"LX8GDDR4T2400U-HYN","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),8GB (1x8GB),LX8GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR4T2400U-MIC","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),8GB (1x8GB),LX8GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR4AA3200U-HYN","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),8GB (1x8GB),LX8GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR4T2400U","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),8GB (1x8GB),LX8GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-6.3664629124105E-12"
"LX8GDDR3S1600U","[LAPTOP,DDR3,PC3-12800 (DDR3-1600),8GB (1x8GB),LX8GDDR3S1600]","Imported from file","Default","20/05/2025 10:00:59","0","-5.54223333892878E-13"
"LX8GDDR4V2666U-SAM","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),8GB (1x8GB),LX8GDDR4V2666U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-13"
"LX8GDDR4-U","Laptop Memory Ram 8GB DDR4","Imported from file","Default","20/05/2025 10:00:59","0","-6.3664629124105E-12"
"MTFDDAK512TBN","Micron 512GB 2.5 inch SATA III Solid State Drive SSD MTFDDAK512TBN","Imported from file","Default","20/05/2025 10:00:59","0","-6.82121026329696E-13"
"LX4GDDR4V2666U","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),4GB (1x4GB),LX4GDDR4V2666U","Imported from file","Sharjah","20/05/2025 10:00:59","0","-5.40012479177676E-13"
"LX8GDDR4AA3200U","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),8GB (1x8GB),LX8GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-6.82121026329696E-13"
"LX8GDDR4AA3200U-SAM","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),8GB (1x8GB),LX8GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-13"
"LX8GDDR4V2666U-KING","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),8GB (1x8GB),LX8GDDR4V2666U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX8GDDR3S1866U","[LAPTOP,DDR3,PC3-14900 (DDR3-1866),8GB (1x8GB),LX8GDDR3S1866U]","Imported from file","Default","20/05/2025 10:00:59","0","-9.9475983006414E-14"
"LX8GDDR4P2133U-HYN","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),8GB (1x8GB),LX8GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX16GDDR4T2400U-HYN","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),16GB (1x16GB),LX16GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-9.41469124882133E-14"
"LX8GDDR3LS1333U","[LAPTOP,DDR3L,PC3L-10600 (DDR3L-1333),8GB (1x8GB),LX8GDDR3LS1333U]","Imported from file","Default","20/05/2025 10:00:59","0","-2.70006239588838E-13"
"LX4GDDR4V2666U","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),4GB (1x4GB),LX4GDDR4V2666U","Imported from file","Default","20/05/2025 10:00:59","0","-2.27373675443232E-13"
"P1TBHDD","P1TBHDD 1TB HDD for GPC USE ONLY","Imported from file","Default","20/05/2025 10:00:59","0","-60"
"LX4GDDR4AA3200U","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Sharjah","20/05/2025 10:00:59","0","-3.73034936274053E-14"
"LX8GDDR4T2400U-SAM","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),8GB (1x8GB),LX8GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.4210854715202E-13"
"LX4GDDR4AA3200U-HYN","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX8GDDR4P2133U","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),8GB (1x8GB),LX8GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-2.27373675443232E-12"
"LMKUFG68AHFHD-32A","LENOVO LEGION 16GB (1x16GB) DDR4 3200MHz RAM LMKUFG68AHFHD-32A","Imported from file","Default","20/05/2025 10:00:59","0","-1.24344978758018E-14"
"LX8GDDR4V2666U-HYN","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),8GB (1x8GB),LX8GDDR4V2666U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX16GDDR4-U","Laptop Memory Ram 16GB DDR4","Imported from file","Default","20/05/2025 10:00:59","0","-9.77706804405898E-12"
"LX4GDDR4P2133U-SAM","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),4GB (1x4GB),LX4GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX4GDDR4AA3200U","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.54747350886464E-13"
"LX8GDDR4V2666U","[LAPTOP,DDR4,PC4-21300 (DDR4-2666),8GB (1x8GB),LX8GDDR4V2666U]","Imported from file","Default","20/05/2025 10:00:59","0","-3.63797880709171E-12"
"LX4GDDR4T2400U-SAM","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),4GB (1x4GB),LX4GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX4GDDR4AA3200U-SAM","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-8.88178419700125E-15"
"LX4GDDR4AA3200U-MIC","[LAPTOP,DDR4,PC4-25600 (DDR4-3200),4GB (1x4GB),LX4GDDR4AA3200U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX4GDDR3-U","Laptop Memory Ram 4GB DDR3","Imported from file","Default","20/05/2025 10:00:59","0","-1.13686837721616E-12"
"LX4GDDR4-U","Laptop Memory Ram 4GB DDR4","Imported from file","Default","20/05/2025 10:00:59","0","-4.54747350886464E-13"
"LX4GDDR3LS1600U","[LAPTOP,DDR3L,PC3L-12800 (DDR3L-1600),4GB (1x4GB),LX4GDDR3LS1600U]","Imported from file","Default","20/05/2025 10:00:59","0","-8.5265128291212E-14"
"LX4GDDR4P2133U","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),4GB (1x4GB),LX4GDDR4P2133U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.13686837721616E-13"
"LX4GDDR4-U","Laptop Memory Ram 4GB DDR4","Imported from file","Sharjah","20/05/2025 10:00:59","0","-4.2632564145606E-13"
"LX4GDDR3LS1866U","[LAPTOP,DDR3L,PC3L-14900 (DDR3L-1866),4GB (1x4GB),LX4GDDR3LS1866U]","Imported from file","Default","20/05/2025 10:00:59","0","-7.105427357601E-15"
"LX4GDDR4T2400U-HYN","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),4GB (1x4GB),LX4GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-4.9737991503207E-14"
"LX4GDDR4T2400U","[LAPTOP,DDR4,PC4-19200 (DDR4-2400),4GB (1x4GB),LX4GDDR4T2400U]","Imported from file","Default","20/05/2025 10:00:59","0","-1.70530256582424E-13"
"LX4GDDR4P2133U","[LAPTOP,DDR4,PC4-17000 (DDR4-2133),4GB (1x4GB),LX4GDDR4P2133U]","Imported from file","Sharjah","20/05/2025 10:00:59","0","-3.73034936274053E-14"
"PV48G300C6K","PATRIOT VIPER 4 SERIES 8GB (2x4GB) DDR4 3000MHz RAM PV48G300C6K","Imported from file","Default","20/05/2025 10:01:01","0","-4.44089209850063E-16"
"SX64GDDR4-UF 4RX4","IC on board Server Memory Ram 64GB DDR4 4RX4","Imported from file","Default","20/05/2025 10:01:03","0","-7.38964445190504E-13"
"SX8GDDR3-U 1RX4","Server Memory Ram 8GB DDR3 1RX4","Imported from file","Default","20/05/2025 10:01:03","0","-2.27373675443232E-13"
"SX64GDDR4-UF","IC on board Server Memory Ram 64GB DDR4 2rx4","Imported from file","Default","20/05/2025 10:01:03","0","-2.70006239588838E-13"
"SX8GDDR4-U 2RX8","IC on board Server Memory Ram 8GB DDR4 2RX8","Imported from file","Default","20/05/2025 10:01:03","0","-7.105427357601E-15"
"SX16GDDR3-U QH0|QDE","SX16GDDR3-U QH0|QDE","Imported from file","Default","20/05/2025 10:01:03","0","-6.3664629124105E-12"
"SX8GDDR3-U","Server Memory Ram 8GB DDR3","Imported from file","Default","20/05/2025 10:01:03","0","-9.09494701772928E-13"
"SX16GDDR3-U","Server Memory Ram 16GB DDR3","Imported from file","Default","20/05/2025 10:01:03","0","-2.27373675443232E-12"
"SX32GDDR4-UF","IC on board Server Memory Ram 32GB DDR4 2rx4","Imported from file","Default","20/05/2025 10:01:03","0","-6.82121026329696E-13"
"SX64GDDR4-U","Server Memory Ram 64GB DDR4","Imported from file","Default","20/05/2025 10:01:03","0","-5.45696821063757E-12"
"SX8GDDR3LR1333U","MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3L (Low Voltage),PC3-10600 (DDR3-1333),8GB (1x8GB),SX8GDDR3LR1333U]","Imported from file","Default","20/05/2025 10:01:03","0","-7.105427357601E-15"
"SX16GDDR3-U PQL","SX16GDDR3-U PQL","Imported from file","Default","20/05/2025 10:01:03","0","-4.09272615797818E-12"
"SX16GDDR3LR1066U","MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3L (Low Voltage),PC3-8500 (DDR3-1066),16GB (1x16GB),SX16GDDR3LR1066]","Imported from file","Default","20/05/2025 10:01:03","0","-4.2632564145606E-14"
"SX8GDDR3-U 2RX8","IC on board Server Memory Ram 8GB DDR3 2RX8","Imported from file","Default","20/05/2025 10:01:03","0","-1.13686837721616E-13"
"SX16GDDR4-U","Server Memory Ram 16GB DDR4","Imported from file","Default","20/05/2025 10:01:03","0","-7.73070496506989E-12"
"SX16GDDR3-UF LP","IC on board Server Memory Ram 16GB DDR3 Low Profile","Imported from file","Default","20/05/2025 10:01:03","0","-2.77555756156289E-16"
"SX16GDDR3-UF","IC on board Server Memory Ram 16GB DDR3 2RX4","Imported from file","Default","20/05/2025 10:01:03","0","-6.66133814775094E-16"
"SX32GDDR4-U","Server Memory Ram 32GB DDR4","Imported from file","Default","20/05/2025 10:01:03","0","-8.00355337560177E-11"
"SX32GDDR4-U 1RX4","Server Memory Ram 32GB DDR4 1RX4","Imported from file","Default","20/05/2025 10:01:03","0","-1.20792265079217E-13"
"SX32GDDR4-U 2RX8","Server Memory Ram 32GB DDR4 2RX8","Imported from file","Default","20/05/2025 10:01:03","0","-4.83169060316868E-13"
"SX8GDDR4-U 1RX4","IC on board Server Memory Ram 8GB DDR4 1RX4","Imported from file","Default","20/05/2025 10:01:03","0","-2.27373675443232E-13"
"SX64GDDR4-U 4RX4","Server Memory Ram 64GB DDR4 4RX4","Imported from file","Default","20/05/2025 10:01:03","0","-4.54747350886464E-12"
"SX16GDDR4-U 1RX4","IC on board Server Memory Ram 16GB DDR4 1RX4","Imported from file","Default","20/05/2025 10:01:03","0","-2.1600499167107E-12"
"SX32GDDR4-UF 4RX4","IC on board Server Memory Ram 32GB DDR4 4RX4","Imported from file","Default","20/05/2025 10:01:03","0","-3.41060513164848E-13"
"WINDOWS-11-HOME","WINDOWS 11 KEY","Imported from file","Gaming PC & Laptops","20/05/2025 10:01:03","0","-7.95807864051312E-13"
"SX32GDDR4-U 4RX4","Server Memory Ram 32GB DDR4 4RX4","Imported from file","Default","20/05/2025 10:01:03","0","-1.9554136088118E-11"
"SX16GDDR3R1600U","MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3,PC3-12800 (DDR3-1600),16GB (1x16GB),SX16GDDR3R1600U]","Imported from file","Default","20/05/2025 10:01:03","0","-2.30926389122033E-14"
"SX16GDDR3-U 4RX8","Server Memory Ram 16GB DDR3 4RX8","Imported from file","Default","20/05/2025 10:01:03","0","-5.32907051820075E-14"
"L58C14D8R256S 7400-C","Dell7400/i5-8/8gb/256gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:04:09","1","70"
"L58C14D8R256S 7400-C","Dell7400/i5-8/8gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:04:09","0","0"
"L58C14D16R256S 5400-B","Laptop i5-8th cpu 14 Inch 16GB RAM 256GB SSD  5400","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:04:55","2","140"
"L58C14D16R256S 5400-B","Laptop i5-8th cpu 14 Inch 16GB RAM 256GB SSD  5400","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:04:55","0","0"
"L58C14D16R256S 5400","Laptop i5-8th cpu 14 Inch 16GB RAM 256GB SSD  5400","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:04:56","4","280"
"L58C14D16R256S 5400","Laptop i5-8th cpu 14 Inch 16GB RAM 256GB SSD  5400","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:04:56","0","0"
"HA31TB","1TB 3.5 SATA HDD, Hard Drive 5600 - 7200 RPM Storage for Desktop CCTV DVR","Order 580561 ref: D2005255419","Default","20/05/2025 10:09:05","-4","-39.6038900730427"
"HA3500SE","Seagate 500GB 3.5"" SATA HDD","Order 580561 ref: D2005255419","Default","20/05/2025 10:09:05","-5","-7.55079354170834"
"L510C13D16R256S 5310","Laptop i5-10th cpu 13 Inch 16GB RAM 256GB SSD  5310","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:11:49","1","80"
"L510C13D16R256S 5310","Laptop i5-10th cpu 13 Inch 16GB RAM 256GB SSD  5310","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:11:49","0","0"
"L510C13D8R256S 5310-C","L510C13D8R256S 5310-C","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:11:59","1","80"
"L510C13D8R256S 5310-C","L510C13D8R256S 5310-C","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:11:59","0","0"
"L510C13D8R256S 5310-B","L510C13D8R256S 5310-B","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:12:00","1","80"
"L510C13D8R256S 5310-B","L510C13D8R256S 5310-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:12:00","0","0"
"L58C13D16R512S 5300 2in1","L58C13D16R512S 5300 2in1","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:12:58","1","70"
"L58C13D16R512S 5300 2in1","L58C13D16R512S 5300 2in1","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:12:58","0","0"
"L711C13D16R512S 830G8-C","L711C13D16R512S 830G8-C","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:13:33","1","140"
"L711C13D16R512S 830G8-C","L711C13D16R512S 830G8-C","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:13:33","0","0"
"L511C14D16R512S 440g8-B","L511C14D16R512S 440g8-B","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:13:49","1","140"
"L511C14D16R512S 440g8-B","L511C14D16R512S 440g8-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:13:49","0","0"
"L511C14D16R512S 840G8-B","HP840G8/i5-11/16gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:17:25","1","160"
"L511C14D16R512S 840G8-B","HP840G8/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:17:25","0","0"
"L511C14D16R512S 840G8","HP840G8/i5-11/16gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:17:30","1","160"
"L511C14D16R512S 840G8","HP840G8/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:17:30","0","0"
"L58C13D16R512S x360 830G6","L58C13D16R512S x360 830G6","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:18:04","2","184"
"L58C13D16R512S x360 830G6","L58C13D16R512S x360 830G6","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:18:04","0","0"
"L56C14D16R256S 7480-B","Dell7480/i5-6/16gb/256gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:21:20","3","180"
"L56C14D16R256S 7480-B","Dell7480/i5-6/16gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:21:20","0","0"
"L76C14D32R512S 7480-C","Dell7480/i7-6/32gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:21:40","1","60"
"L76C14D32R512S 7480-C","Dell7480/i7-6/32gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:21:40","0","0"
"L76C14D32R512S 7480-B","Dell7480/i7-6/32gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:21:42","1","60"
"L76C14D32R512S 7480-B","Dell7480/i7-6/32gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:21:42","0","0"
"L56C14D8R256S T460-B","LenovoT460/i5-6/8gb/256gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:22:11","2","100"
"L56C14D8R256S T460-B","LenovoT460/i5-6/8gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:22:11","0","0"
"L511C14D16R512S 5420","Dell5420/i5-11/16gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:23:06","3","270"
"L511C14D16R512S 5420","Dell5420/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:23:06","0","0"
"L511C14D16R512S 5420-B","Dell5420/i5-11/16gb/512gb/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:23:19","1","90"
"L511C14D16R512S 5420-B","Dell5420/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:23:19","0","0"
"L711C14D16R512S 5420-B","Dell/5420/i7-11/16/512GB/14","Stock received from transfer WT27214052025081100. Username : tom@drmem.com","Default","20/05/2025 10:23:30","2","180"
"L711C14D16R512S 5420-B","Dell/5420/i7-11/16/512GB/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:23:30","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","Sharjah Warehouse1","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","China-Factory being built","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","Laptops","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","UK-Reballing","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","Hong Kong","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","Sharjah","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","ITAD","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","PIR","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","dr.memory FBA","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","Gaming PC & Laptops","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","China-Shenzhen Office-450","20/05/2025 10:30:52","0","0"
"L57C14D8R256S 3490","Dell3490/i5-7/8gb/256gb/14","Import Stock Item Composition","UK Shop","20/05/2025 10:30:52","0","0"
"L710C14D16R256S 5410-B","Dell5410/i7-10/16gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L58C13D16R512S 7300-B","Dell7300/i5-8/16gb/512gb/13","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L56C14D16R256S 7480-B","Dell7480/i5-6/16gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C14D16R512S 5420-B","Dell5420/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L57C13D8R512S 1030G2-B","Laptop i5-7th cpu 13 Inch 8GB RAM 512GB SSD 1030G2","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L58C14D16R256S 5400-C","Laptop i5-8th cpu 14 Inch 16GB RAM 256GB SSD  5400","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L711C14D16R512S 5420-B","Dell/5420/i7-11/16/512GB/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C14D16R512S 5420","Dell5420/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L58C14D8R256S 7400-B","Dell7400/i5-8/8gb/256gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C13D8R256S 5320-B","L511C13D8R256S 5320-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C13D16R256S 830G8-B","L511C13D16R256S 830G8-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C14D16R512S 5420-C","Dell5420/i5-11/16gb/512gb/14","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C14D16R512S 640G8-B","L511C14D16R512S 640G8-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C13D16R256S 5320-B","L511C13D16R256S 5320-B","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L511C14D16R512S 440g8-C","L511C14D16R512S 440g8-C","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L58C13D16R512S 7300-C","Dell7300/i5-8/16gb/512gb/13","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
"L58C13D16R512S 830G6-B","HP 830 G6/i5-8/16gb/512gb/13","Adjust Stock Item Due Level Username : tom@drmem.com","Default","20/05/2025 10:33:00","0","0"
