ItemNumber,Location,FinalStockLevel,FinalStockValue,PurchasePrice
SE52650V3C76G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C76G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C76G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C76G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C76G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C76G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C80G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C84G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C88G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C8G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C92G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G0TS CSE-819U,Default,2.0,0.0,0.0
SE52650V3C96G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V3C96G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C0G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C104G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C112G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C120G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G0TS CSE-819U,Default,2.0,0.0,0.0
SE52650V4C128G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C128G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C12G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C136G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C144G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C152G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C160G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C168G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C16G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C176G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C184G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C192G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C208G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C20G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C224G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C240G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C24G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C256G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C272G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C288G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C28G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C304G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C320G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C32G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C336G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C352G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C368G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C36G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G0TS CSE-819U,Default,2.0,0.0,0.0
SE52650V4C384G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C384G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C40G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C44G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C48G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C4G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C52G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C56G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C60G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G0TS CSE-819U,Default,2.0,0.0,0.0
SE52650V4C64G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C64G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C68G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C72G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C76G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C80G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C84G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C88G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C8G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G0TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C92G6TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G0TS CSE-819U,Default,2.0,0.0,0.0
SE52650V4C96G1TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G2TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G3TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G4TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G5TS CSE-819U,Default,0.0,0.0,0.0
SE52650V4C96G6TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G0TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G1TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G2TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G3TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G4TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G5TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C0G6TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G0TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G1TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G2TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G3TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G4TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G5TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C104G6TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G0TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G1TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G2TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G3TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G4TS CSE-819U,Default,0.0,0.0,0.0
SE52683V3C112G5TS CSE-819U,Default,0.0,0.0,0.0
