ItemNumber,ItemTitle,ChangeSource,Location,StockChangeDateTime,ChangeQTY,ChangeValue
"C4+H510+I710700F+32GB+40608G+2T+512G","XUM Legend Gaming PC: Intel Core i7-10700F, RTX 4060 8GB, 32GB DDR4 RAM, 1TB NVMe SSD, 2TB HDD, 700W PSU, aRGB, WiFi, Windows 11","Import Stock Item Composition","ITAD","14/05/2025 14:56:14","0","0"
"HX256GSSDM2PCIE-UF","256GB SSD M2 PCIE  USED FAULTY","PO PO-4759 modified, unitcost readjusted UserName: account@drmem.com","Default","14/05/2025 15:01:30","0","5.33333500000015"
"16GB-PC4-2Rx4-R-ECC","16GB DDR4 ECC Registered DIMM","SCRAPPED BY marius@drmem.com","Default","14/05/2025 15:02:12","-8","-27.149216"
"misc","misc","PO PO-4745, new item added to PO UserName: alfred@drmem.com","Default","14/05/2025 15:03:29","0","0"
"SX32GDDR4-U","Server Memory Ram 32GB DDR4","PO PO-4745 delivered 203 alfred@drmem.com","Default","14/05/2025 15:03:49","203","2233"
"misc","misc","PO PO-4689 to DELIVERED. Due 30 UserName: account@drmem.com","Default","14/05/2025 15:03:57","0","0"
"SX32GDDR4-U","Server Memory Ram 32GB DDR4","PO PO-4745 delivered 22 alfred@drmem.com","Default","14/05/2025 15:08:14","22","286"
"AMD-Ryzen-5-5500","AMD Ryzen 5 5500 CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","3","125.057595371007"
"AMD-Ryzen-5-4650G","AMD Ryzen 5 4650G CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","1","55.0718609999958"
"AMD-Ryzen-5-8600G","AMD Ryzen 5 8600G CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","2","231.356506"
"AMD-Ryzen-5-8400F","AMD Ryzen 5 8400F CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","-1","-67.5518999999999"
"HX512GSSDM2PCIE","XUM M.2 SSD 512GB NVMe Solid State Drive","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","-6","-82.7903276740878"
"i7-3770","Intel Processor i7-3770","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","2","29.535689479119"
"i5-10400F","Intel Processor i5-10400F","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","0","-9.09494701772928E-13"
"TDP-95","CPU FAN - Cooler Master i70","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","7","28.6381629464599"
"TDP-150","CPU FAN - Antec A40 PRO","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","-5","-32.1629937629205"
"AMD-STEALTH-95W","AMD Wraith  Processor Cooler 95w","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","30","184.737828"
"DX8GDDR3U1600","8GB RAM NEW XUM DDR3 PC3-12800 1600MHz 240-pin Desktop DIMM DX8GDDR3U1600","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","-36","-118.260994295758"
"DX8GDDR4T2400","NEW XUM 8GB 1x8GB DDR4 PC4-19200 2400MHz 1.2V 288-Pin Desktop PC Memory Ram","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:22","-70","-513.5902267986"
"DX16GDDR4AA3200","Desktop 16GB DDR4 3200MHZ","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","0","-1.81898940354586E-12"
"A520M","AMD Motherboard","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-40","-1379.49331058216"
"H510M-HDV/M.2","H510M-HDV/M.2 Motherboard","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-1","-42.4000000000005"
"PSU-500W","500W to 600W + PSU","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","1","14.1471421923943"
"PSU-700W","700W + PSU","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-8","-174.185424000005"
"HA31TB","1TB 3.5 SATA HDD, Hard Drive 5600 - 7200 RPM Storage for Desktop CCTV DVR","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","2","18.4046161838505"
"HA32TB","2TB 3.5"" SATA HDD","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-2","-22.6872258447163"
"RTX30508G","RTX3050 PCIe4, 8GB DDR6, HDMI, 3 DP, 1777MHz Clock","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-1","-116.300057112394"
"RTX40608G","RTX 4060 8GB","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","3","609.794857738071"
"WIFI-CARD","WiFi CARD","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","-8","-31.5959763536721"
"GT7302G","GT 730 2G","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","3","74.5552409999997"
"GTX1050TI4G","GTX 1050 TI 4G","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","1","60.9577925"
"GTX10808G","GTX10808G - Composite item","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","1","47.0325694899243"
"RTX306012G","RTX 3060 12G","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","5","934.768061129838"
"GTX16504G","GTX 1650 4G","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:08:23","1","50.068631"
"SX32GDDR4-U","Server Memory Ram 32GB DDR4","PO PO-4745 delivered 1 alfred@drmem.com","Default","14/05/2025 15:08:24","1","11"
"HA31TB","1TB 3.5 SATA HDD, Hard Drive 5600 - 7200 RPM Storage for Desktop CCTV DVR","PO PO-4759 purchase item line update UserName: account@drmem.com","Default","14/05/2025 15:08:27","0","-4.54747350886464E-13"
"HA31TBSE","Seagate 1TB 3.5"" SATA HDD","PO PO-4759 modified, unitcost readjusted UserName: account@drmem.com","Default","14/05/2025 15:08:27","0","-4"
"HA31TB","1TB 3.5 SATA HDD, Hard Drive 5600 - 7200 RPM Storage for Desktop CCTV DVR","PO PO-4759 modified, unitcost readjusted UserName: account@drmem.com","Default","14/05/2025 15:08:27","0","-4.49999999999909"
"HA31TB-90","3.5"" DESKTOP HDD 1TB 90-99% health USED","PO PO-4759 modified, unitcost readjusted UserName: account@drmem.com","Default","14/05/2025 15:08:27","0","2.5"
"HA31TBWD","Western Digital 1TB 3.5"" SATA HDD","PO PO-4759 modified, unitcost readjusted UserName: account@drmem.com","Default","14/05/2025 15:08:27","0","-79.5"
"misc","misc","PO PO-4751 to DELIVERED. Due 29 UserName: account@drmem.com","Default","14/05/2025 15:08:58","0","0"
"HA31TB","1TB 3.5 SATA HDD, Hard Drive 5600 - 7200 RPM Storage for Desktop CCTV DVR","PO PO-4759 to DELIVERED. Due 271 UserName: account@drmem.com","Default","14/05/2025 15:09:01","0","4.54747350886464E-13"
"misc","misc","PO PO-4759 to DELIVERED. Due 28 UserName: account@drmem.com","Default","14/05/2025 15:09:01","0","0"
"HA31TB-90","3.5"" DESKTOP HDD 1TB 90-99% health USED","PO PO-4759 to DELIVERED. Due 0 UserName: account@drmem.com","Default","14/05/2025 15:09:01","0","1.13686837721616E-13"
"A520M","AMD Motherboard","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:10:13","41","1413.98064334671"
"SX32GDDR4-U","Server Memory Ram 32GB DDR4","PO PO-4745 delivered 131 alfred@drmem.com","Default","14/05/2025 15:10:15","131","1572"
"SX64GDDR4-U 4RX4","Server Memory Ram 64GB DDR4 4RX4","PO PO-4745 delivered 48 alfred@drmem.com","Default","14/05/2025 15:10:29","48","1440"
"misc","misc","PO PO-4689-2 to OPEN. Due 29 UserName: nour@drmem.com","Default","14/05/2025 15:12:25","0","0"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 to OPEN. Due 658 UserName: nour@drmem.com","Default","14/05/2025 15:12:25","0","0"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 to OPEN. Due 1388 UserName: nour@drmem.com","Default","14/05/2025 15:12:25","0","0"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 to OPEN. Due 2054 UserName: nour@drmem.com","Default","14/05/2025 15:12:25","0","0"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 to OPEN. Due 2514 UserName: nour@drmem.com","Default","14/05/2025 15:12:25","0","0"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 delivered 730 nour@drmem.com","Default","14/05/2025 15:12:41","730","8577.5"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 delivered 666 nour@drmem.com","Default","14/05/2025 15:12:42","666","15226.1586"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 delivered 460 nour@drmem.com","Default","14/05/2025 15:12:47","460","2300"
"Laptop-Salvage","Laptop Salvage","PO PO-4689-2 delivered 565 nour@drmem.com","Default","14/05/2025 15:12:49","565","1186.5"
"RTX40608G","RTX 4060 8GB","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:13:03","-3","-609.794857738066"
"AMD-Ryzen-5-5500","AMD Ryzen 5 5500 CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:14:51","-3","-125.057595371007"
"AMD-Ryzen-5-8600G","AMD Ryzen 5 8600G CPU Processor","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:14:51","-2","-231.356506"
"AMD-STEALTH-95W","AMD Wraith  Processor Cooler 95w","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:14:51","-30","-184.737828"
"GT7302G","GT 730 2G","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:14:51","-3","-74.5552409999996"
"L58C14D16R512S 640G5-C","HP640 G5/i5-8/16gb/512gb/14","SCRAPPED BY tom@drmem.com","Default","14/05/2025 15:15:10","-1","-114.715"
"5470-UF","5470-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 7 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 9 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 10 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g6-UF","840g6-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5590-UF","5590-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5401-UF","5401-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5410-UF","5410-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g6-UF","840g6-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 12 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g4-UF","840g4-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"440G5-UF","440G5-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"450G6-UF","450G6-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840G8-UF","840G8-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"440g8-UF","440g8-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5470-UF","5470-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5420-UF","5420-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7420-UF","7420-UF","DIRECT ADJUSTMENT BY tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7480-UF","7480-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5400-UF","5400-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840G7-UF","840G7-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5300-UF","5300-UF","DIRECT ADJUSTMENT BY tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 13 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"Zbook-UF","Zbook-UF","DIRECT ADJUSTMENT BY tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"1030G2-UF","1030G2-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7310-UF","7310-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 5 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7490-UF","7490-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"3500-UF","3500-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7400-UF","7400-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5400-UF","5400-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5480-UF","5480-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5590-UF","5590-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g3-UF","840g3-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 14 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840G7-UF","840G7-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"845G7-UF","845G7-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 6 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"CF-54-UF","CF-54-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"1030G2-UF","1030G2-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g3-UF","840g3-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 8 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5270-UF","5270-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5410-UF","5410-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 22 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5290-UF","5290-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 9 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g6-UF","840g6-UF","PO PO15042511416 to OPEN. Due 11 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"640G3-UF","640G3-UF","DIRECT ADJUSTMENT BY tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g3-UF","840g3-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5270-UF","5270-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7300-UF","7300-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7480-UF","7480-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 13 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7480-UF","7480-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"X270-UF","X270-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"3490-UF","3490-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 3 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840G7-UF","840G7-UF","PO PO15042511416 to OPEN. Due 5 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840G7-UF","840G7-UF","PO PO15042511416 to OPEN. Due 6 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7280-UF","7280-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 5 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"845G7-UF","845G7-UF","PO PO15042511416 to OPEN. Due 2 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5400-UF","5400-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"820G3-UF","820G3-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5280-UF","5280-UF","DIRECT ADJUSTMENT BY tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5400-UF","5400-UF","PO PO15042511416 to OPEN. Due 8 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"7480-UF","7480-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 8 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G5-UF","830G5-UF","PO PO15042511416 to OPEN. Due 9 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"T480s-UF","T480s-UF","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","2.27373675443232E-13"
"L76C15D16R256S Zbook 15UG3-UF","Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3","PO PO15042511416 to OPEN. Due 1 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g4-UF","840g4-UF","PO PO15042511416 to OPEN. Due 5 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"1030G2-UF","1030G2-UF","PO PO15042511416 to OPEN. Due 6 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"5470-UF","5470-UF","PO PO15042511416 to OPEN. Due 4 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"840g5-UF","840g5-UF","PO PO15042511416 to OPEN. Due 14 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"3490-UF","3490-UF","PO PO15042511416 to OPEN. Due 5 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 23 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"830G6-UF","830G6-UF","PO PO15042511416 to OPEN. Due 32 UserName: tom@drmem.com","Default","14/05/2025 15:15:38","0","0"
"GTX10808G","GTX10808G - Composite item","Stock Count Adjustment UserName: gpc-line@drmem.com","Gaming PC & Laptops","14/05/2025 15:15:39","-1","-47.0325694899245"
"1030G2-UF","1030G2-UF","PO PO15042511416 delivered 3 tom@drmem.com","Default","14/05/2025 15:15:43","3","554.25"
"7480-UF","7480-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","91.555214"
"830G6-UF","830G6-UF","PO PO15042511416 delivered 8 tom@drmem.com","Default","14/05/2025 15:15:44","8","908.16"
"840g5-UF","840g5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","114.350551"
"840g4-UF","840g4-UF","PO PO15042511416 delivered 3 tom@drmem.com","Default","14/05/2025 15:15:44","3","285"
"830G5-UF","830G5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","12.555214"
"5400-UF","5400-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","70"
"7280-UF","7280-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","63.64"
"5590-UF","5590-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:44","1","100.024286"
"845G7-UF","845G7-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:45","1","111.0625"
"840G7-UF","840G7-UF","PO PO15042511416 delivered 3 tom@drmem.com","Default","14/05/2025 15:15:45","3","380.8923"
"5470-UF","5470-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:45","2","127.94"
"5270-UF","5270-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:45","1","77.275409"
"5410-UF","5410-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:45","2","193.71"
"440G5-UF","440G5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:45","1","94.29"
"X270-UF","X270-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:45","1","79"
"840g6-UF","840g6-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:45","1","96.1899999999999"
"5470-UF","5470-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:46","1","63.97"
"840g5-UF","840g5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:46","1","114.350551"
"840g5-UF","840g5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:46","1","114.350551"
"T480s-UF","T480s-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:46","1","140.285986"
"1030G2-UF","1030G2-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:46","2","369.5"
"CF-54-UF","CF-54-UF","PO PO15042511416 delivered 4 tom@drmem.com","Default","14/05/2025 15:15:46","4","319.4"
"840g3-UF","840g3-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:46","1","75.18"
"5590-UF","5590-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:47","1","100.024286"
"5401-UF","5401-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:47","2","234.77043"
"3490-UF","3490-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:47","1","97.843333"
"5270-UF","5270-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:47","1","77.275409"
"5290-UF","5290-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:47","1","120.175"
"830G6-UF","830G6-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:47","2","227.040000000001"
"3490-UF","3490-UF","PO PO15042511416 delivered 4 tom@drmem.com","Default","14/05/2025 15:15:47","4","391.373332"
"7400-UF","7400-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:47","1","106.656156"
"7490-UF","7490-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:47","2","169.42"
"5280-UF","5280-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","74.995214"
"3500-UF","3500-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","95.985942"
"5480-UF","5480-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","90.466765"
"840g3-UF","840g3-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:48","2","150.36"
"830G5-UF","830G5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","12.555214"
"840g5-UF","840g5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","114.350551"
"820G3-UF","820G3-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","64.5719"
"830G6-UF","830G6-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","113.52"
"450G6-UF","450G6-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:48","1","60"
"830G5-UF","830G5-UF","PO PO15042511416 delivered 1 tom@drmem.com","Default","14/05/2025 15:15:49","1","12.555214"
"840g4-UF","840g4-UF","PO PO15042511416 delivered 2 tom@drmem.com","Default","14/05/2025 15:15:49","2","190"
